clip_id,method,label,frames_sampled,faces_detected,detection_rate
099,real,0,20,20,1.0
100,real,0,20,20,1.0
101,real,0,20,20,1.0
102,real,0,20,20,1.0
103,real,0,20,20,1.0
104,real,0,20,20,1.0
105,real,0,20,18,0.9
106,real,0,20,20,1.0
107,real,0,20,20,1.0
108,real,0,20,20,1.0
109,real,0,20,20,1.0
110,real,0,20,20,1.0
111,real,0,20,20,1.0
112,real,0,20,20,1.0
113,real,0,20,20,1.0
114,real,0,20,20,1.0
115,real,0,20,20,1.0
116,real,0,20,20,1.0
117,real,0,20,20,1.0
118,real,0,20,20,1.0
119,real,0,20,20,1.0
120,real,0,20,20,1.0
121,real,0,20,20,1.0
122,real,0,20,20,1.0
123,real,0,20,20,1.0
124,real,0,20,20,1.0
125,real,0,20,20,1.0
126,real,0,20,20,1.0
127,real,0,20,20,1.0
128,real,0,20,20,1.0
129,real,0,20,20,1.0
130,real,0,20,20,1.0
131,real,0,20,20,1.0
132,real,0,20,20,1.0
133,real,0,20,20,1.0
134,real,0,20,20,1.0
135,real,0,20,20,1.0
136,real,0,20,20,1.0
137,real,0,20,20,1.0
138,real,0,20,20,1.0
139,real,0,20,20,1.0
140,real,0,20,20,1.0
141,real,0,20,20,1.0
142,real,0,20,20,1.0
143,real,0,20,20,1.0
144,real,0,20,20,1.0
145,real,0,20,20,1.0
146,real,0,20,20,1.0
147,real,0,20,20,1.0
148,real,0,20,20,1.0
149,real,0,20,20,1.0
150,real,0,20,20,1.0
151,real,0,20,20,1.0
152,real,0,20,20,1.0
153,real,0,20,20,1.0
154,real,0,20,20,1.0
155,real,0,20,20,1.0
156,real,0,20,1,0.05
157,real,0,20,20,1.0
158,real,0,20,20,1.0
159,real,0,20,20,1.0
160,real,0,20,20,1.0
161,real,0,20,20,1.0
162,real,0,20,20,1.0
163,real,0,20,20,1.0
164,real,0,20,20,1.0
165,real,0,20,20,1.0
166,real,0,20,20,1.0
167,real,0,20,20,1.0
168,real,0,20,20,1.0
169,real,0,20,20,1.0
170,real,0,20,20,1.0
171,real,0,20,20,1.0
172,real,0,20,20,1.0
173,real,0,20,20,1.0
174,real,0,20,20,1.0
175,real,0,20,20,1.0
176,real,0,20,20,1.0
177,real,0,20,20,1.0
178,real,0,20,20,1.0
179,real,0,20,20,1.0
180,real,0,20,20,1.0
181,real,0,20,20,1.0
182,real,0,20,20,1.0
183,real,0,20,20,1.0
184,real,0,20,9,0.45
185,real,0,20,20,1.0
186,real,0,20,20,1.0
187,real,0,20,20,1.0
188,real,0,20,20,1.0
189,real,0,20,20,1.0
190,real,0,20,20,1.0
191,real,0,20,20,1.0
192,real,0,20,20,1.0
193,real,0,20,20,1.0
194,real,0,20,20,1.0
195,real,0,20,20,1.0
196,real,0,20,20,1.0
197,real,0,20,20,1.0
198,real,0,20,20,1.0
199,real,0,20,20,1.0
200,real,0,20,20,1.0
201,real,0,20,20,1.0
202,real,0,20,6,0.3
203,real,0,20,20,1.0
204,real,0,20,20,1.0
205,real,0,20,20,1.0
206,real,0,20,20,1.0
207,real,0,20,20,1.0
208,real,0,20,20,1.0
209,real,0,20,20,1.0
210,real,0,20,20,1.0
211,real,0,20,20,1.0
212,real,0,20,20,1.0
213,real,0,20,20,1.0
214,real,0,20,20,1.0
215,real,0,20,20,1.0
216,real,0,20,20,1.0
217,real,0,20,20,1.0
218,real,0,20,20,1.0
219,real,0,20,19,0.95
220,real,0,20,20,1.0
221,real,0,20,0,0.0
222,real,0,20,20,1.0
223,real,0,20,20,1.0
224,real,0,20,20,1.0
225,real,0,20,20,1.0
226,real,0,20,20,1.0
227,real,0,20,16,0.8
228,real,0,20,20,1.0
229,real,0,20,20,1.0
230,real,0,20,20,1.0
231,real,0,20,20,1.0
232,real,0,20,20,1.0
233,real,0,20,4,0.2
234,real,0,20,20,1.0
235,real,0,20,20,1.0
236,real,0,20,20,1.0
237,real,0,20,0,0.0
238,real,0,20,20,1.0
239,real,0,20,20,1.0
240,real,0,20,20,1.0
241,real,0,20,20,1.0
242,real,0,20,20,1.0
243,real,0,20,15,0.75
244,real,0,20,20,1.0
245,real,0,20,20,1.0
246,real,0,20,20,1.0
247,real,0,20,20,1.0
248,real,0,20,20,1.0
249,real,0,20,20,1.0
250,real,0,20,20,1.0
251,real,0,20,20,1.0
252,real,0,20,20,1.0
253,real,0,20,20,1.0
254,real,0,20,0,0.0
255,real,0,20,20,1.0
256,real,0,20,20,1.0
257,real,0,20,20,1.0
258,real,0,20,20,1.0
259,real,0,20,20,1.0
260,real,0,20,20,1.0
261,real,0,20,20,1.0
262,real,0,20,20,1.0
263,real,0,20,20,1.0
264,real,0,20,20,1.0
265,real,0,20,20,1.0
266,real,0,20,20,1.0
267,real,0,20,20,1.0
268,real,0,20,20,1.0
269,real,0,20,20,1.0
270,real,0,20,20,1.0
271,real,0,20,20,1.0
272,real,0,20,18,0.9
273,real,0,20,20,1.0
274,real,0,20,20,1.0
275,real,0,20,20,1.0
276,real,0,20,20,1.0
277,real,0,20,20,1.0
278,real,0,20,20,1.0
279,real,0,20,20,1.0
280,real,0,20,20,1.0
281,real,0,20,4,0.2
282,real,0,20,20,1.0
283,real,0,20,20,1.0
284,real,0,20,20,1.0
285,real,0,20,20,1.0
286,real,0,20,20,1.0
287,real,0,20,20,1.0
288,real,0,20,20,1.0
289,real,0,20,20,1.0
290,real,0,20,20,1.0
291,real,0,20,20,1.0
292,real,0,20,20,1.0
293,real,0,20,20,1.0
294,real,0,20,20,1.0
295,real,0,20,20,1.0
296,real,0,20,20,1.0
297,real,0,20,20,1.0
298,real,0,20,20,1.0
299,real,0,20,20,1.0
300,real,0,20,20,1.0
301,real,0,20,20,1.0
302,real,0,20,20,1.0
303,real,0,20,20,1.0
304,real,0,20,20,1.0
305,real,0,20,20,1.0
306,real,0,20,20,1.0
307,real,0,20,20,1.0
308,real,0,20,20,1.0
309,real,0,20,20,1.0
310,real,0,20,20,1.0
311,real,0,20,20,1.0
312,real,0,20,20,1.0
313,real,0,20,20,1.0
314,real,0,20,20,1.0
315,real,0,20,20,1.0
316,real,0,20,20,1.0
317,real,0,20,20,1.0
318,real,0,20,20,1.0
319,real,0,20,20,1.0
320,real,0,20,20,1.0
321,real,0,20,20,1.0
322,real,0,20,20,1.0
323,real,0,20,20,1.0
324,real,0,20,20,1.0
325,real,0,20,19,0.95
326,real,0,20,20,1.0
327,real,0,20,20,1.0
328,real,0,20,20,1.0
329,real,0,20,20,1.0
330,real,0,20,20,1.0
331,real,0,20,16,0.8
332,real,0,20,20,1.0
333,real,0,20,20,1.0
334,real,0,20,20,1.0
335,real,0,20,20,1.0
336,real,0,20,20,1.0
337,real,0,20,20,1.0
338,real,0,20,20,1.0
339,real,0,20,20,1.0
340,real,0,20,20,1.0
341,real,0,20,20,1.0
342,real,0,20,20,1.0
343,real,0,20,20,1.0
344,real,0,20,20,1.0
345,real,0,20,17,0.85
346,real,0,20,20,1.0
347,real,0,20,20,1.0
348,real,0,20,20,1.0
349,real,0,20,4,0.2
350,real,0,20,20,1.0
351,real,0,20,20,1.0
352,real,0,20,20,1.0
353,real,0,20,20,1.0
354,real,0,20,20,1.0
355,real,0,20,20,1.0
356,real,0,20,20,1.0
357,real,0,20,20,1.0
358,real,0,20,20,1.0
359,real,0,20,20,1.0
360,real,0,20,20,1.0
361,real,0,20,20,1.0
362,real,0,20,20,1.0
363,real,0,20,20,1.0
364,real,0,20,20,1.0
365,real,0,20,20,1.0
366,real,0,20,20,1.0
367,real,0,20,20,1.0
368,real,0,20,20,1.0
369,real,0,20,20,1.0
370,real,0,20,11,0.55
371,real,0,20,20,1.0
372,real,0,20,20,1.0
373,real,0,20,20,1.0
374,real,0,20,17,0.85
375,real,0,20,20,1.0
376,real,0,20,1,0.05
377,real,0,20,20,1.0
378,real,0,20,20,1.0
379,real,0,20,20,1.0
380,real,0,20,20,1.0
381,real,0,20,20,1.0
382,real,0,20,20,1.0
383,real,0,20,20,1.0
384,real,0,20,20,1.0
385,real,0,20,20,1.0
386,real,0,20,20,1.0
387,real,0,20,20,1.0
388,real,0,20,20,1.0
389,real,0,20,20,1.0
390,real,0,20,20,1.0
391,real,0,20,20,1.0
392,real,0,20,20,1.0
393,real,0,20,20,1.0
394,real,0,20,20,1.0
395,real,0,20,20,1.0
396,real,0,20,20,1.0
397,real,0,20,20,1.0
398,real,0,20,20,1.0
399,real,0,20,20,1.0
400,real,0,20,20,1.0
401,real,0,20,20,1.0
402,real,0,20,20,1.0
403,real,0,20,20,1.0
404,real,0,20,20,1.0
405,real,0,20,20,1.0
406,real,0,20,20,1.0
407,real,0,20,20,1.0
408,real,0,20,20,1.0
409,real,0,20,20,1.0
410,real,0,20,20,1.0
411,real,0,20,20,1.0
412,real,0,20,20,1.0
413,real,0,20,20,1.0
414,real,0,20,20,1.0
415,real,0,20,20,1.0
416,real,0,20,20,1.0
417,real,0,20,20,1.0
418,real,0,20,20,1.0
419,real,0,20,20,1.0
420,real,0,20,20,1.0
421,real,0,20,20,1.0
422,real,0,20,20,1.0
423,real,0,20,20,1.0
424,real,0,20,20,1.0
425,real,0,20,20,1.0
426,real,0,20,20,1.0
427,real,0,20,0,0.0
428,real,0,20,20,1.0
429,real,0,20,20,1.0
430,real,0,20,20,1.0
431,real,0,20,20,1.0
432,real,0,20,20,1.0
433,real,0,20,20,1.0
434,real,0,20,20,1.0
435,real,0,20,20,1.0
436,real,0,20,20,1.0
437,real,0,20,20,1.0
438,real,0,20,20,1.0
439,real,0,20,20,1.0
440,real,0,20,20,1.0
441,real,0,20,20,1.0
442,real,0,20,20,1.0
443,real,0,20,20,1.0
444,real,0,20,18,0.9
445,real,0,20,20,1.0
446,real,0,20,20,1.0
447,real,0,20,20,1.0
448,real,0,20,20,1.0
449,real,0,20,20,1.0
450,real,0,20,20,1.0
451,real,0,20,20,1.0
452,real,0,20,20,1.0
453,real,0,20,20,1.0
454,real,0,20,20,1.0
455,real,0,20,20,1.0
456,real,0,20,1,0.05
457,real,0,20,20,1.0
458,real,0,20,20,1.0
459,real,0,20,20,1.0
460,real,0,20,20,1.0
461,real,0,20,20,1.0
462,real,0,20,20,1.0
463,real,0,20,20,1.0
464,real,0,20,20,1.0
465,real,0,20,20,1.0
466,real,0,20,20,1.0
467,real,0,20,20,1.0
468,real,0,20,20,1.0
469,real,0,20,20,1.0
470,real,0,20,20,1.0
471,real,0,20,20,1.0
472,real,0,20,20,1.0
473,real,0,20,20,1.0
474,real,0,20,20,1.0
475,real,0,20,20,1.0
476,real,0,20,20,1.0
477,real,0,20,20,1.0
478,real,0,20,20,1.0
479,real,0,20,20,1.0
480,real,0,20,20,1.0
481,real,0,20,20,1.0
482,real,0,20,20,1.0
483,real,0,20,20,1.0
484,real,0,20,20,1.0
485,real,0,20,20,1.0
486,real,0,20,20,1.0
487,real,0,20,20,1.0
488,real,0,20,20,1.0
489,real,0,20,17,0.85
490,real,0,20,20,1.0
491,real,0,20,7,0.35
492,real,0,20,20,1.0
493,real,0,20,20,1.0
494,real,0,20,20,1.0
495,real,0,20,20,1.0
496,real,0,20,20,1.0
497,real,0,20,20,1.0
498,real,0,20,20,1.0
499,real,0,20,20,1.0
500,real,0,20,20,1.0
501,real,0,20,20,1.0
502,real,0,20,20,1.0
503,real,0,20,20,1.0
504,real,0,20,20,1.0
505,real,0,20,20,1.0
506,real,0,20,20,1.0
507,real,0,20,20,1.0
508,real,0,20,20,1.0
509,real,0,20,17,0.85
510,real,0,20,18,0.9
511,real,0,20,20,1.0
512,real,0,20,20,1.0
513,real,0,20,20,1.0
514,real,0,20,20,1.0
515,real,0,20,20,1.0
516,real,0,20,20,1.0
517,real,0,20,20,1.0
518,real,0,20,20,1.0
519,real,0,20,20,1.0
520,real,0,20,20,1.0
521,real,0,20,20,1.0
522,real,0,20,20,1.0
523,real,0,20,20,1.0
524,real,0,20,20,1.0
525,real,0,20,20,1.0
526,real,0,20,20,1.0
527,real,0,20,20,1.0
528,real,0,20,20,1.0
529,real,0,20,20,1.0
530,real,0,20,20,1.0
531,real,0,20,20,1.0
532,real,0,20,20,1.0
533,real,0,20,20,1.0
534,real,0,20,20,1.0
535,real,0,20,20,1.0
536,real,0,20,20,1.0
537,real,0,20,19,0.95
538,real,0,20,20,1.0
539,real,0,20,20,1.0
540,real,0,20,20,1.0
541,real,0,20,20,1.0
542,real,0,20,20,1.0
543,real,0,20,20,1.0
544,real,0,20,20,1.0
545,real,0,20,20,1.0
546,real,0,20,20,1.0
547,real,0,20,0,0.0
548,real,0,20,20,1.0
549,real,0,20,20,1.0
550,real,0,20,20,1.0
551,real,0,20,8,0.4
552,real,0,20,20,1.0
553,real,0,20,20,1.0
554,real,0,20,20,1.0
555,real,0,20,20,1.0
556,real,0,20,20,1.0
557,real,0,20,20,1.0
558,real,0,20,20,1.0
559,real,0,20,20,1.0
560,real,0,20,20,1.0
561,real,0,20,20,1.0
562,real,0,20,20,1.0
563,real,0,20,20,1.0
564,real,0,20,20,1.0
565,real,0,20,20,1.0
566,real,0,20,20,1.0
567,real,0,20,1,0.05
568,real,0,20,20,1.0
569,real,0,20,20,1.0
570,real,0,20,20,1.0
571,real,0,20,20,1.0
572,real,0,20,20,1.0
573,real,0,20,20,1.0
574,real,0,20,20,1.0
575,real,0,20,20,1.0
576,real,0,20,20,1.0
577,real,0,20,20,1.0
578,real,0,20,20,1.0
579,real,0,20,20,1.0
580,real,0,20,18,0.9
581,real,0,20,20,1.0
582,real,0,20,20,1.0
583,real,0,20,20,1.0
584,real,0,20,20,1.0
585,real,0,20,20,1.0
586,real,0,20,20,1.0
587,real,0,20,20,1.0
588,real,0,20,20,1.0
589,real,0,20,20,1.0
590,real,0,20,20,1.0
591,real,0,20,20,1.0
592,real,0,20,20,1.0
593,real,0,20,20,1.0
594,real,0,20,20,1.0
595,real,0,20,20,1.0
596,real,0,20,20,1.0
597,real,0,20,20,1.0
598,real,0,20,20,1.0
599,real,0,20,20,1.0
600,real,0,20,20,1.0
601,real,0,20,20,1.0
602,real,0,20,20,1.0
603,real,0,20,20,1.0
604,real,0,20,20,1.0
605,real,0,20,20,1.0
606,real,0,20,20,1.0
607,real,0,20,20,1.0
608,real,0,20,20,1.0
609,real,0,20,20,1.0
610,real,0,20,20,1.0
611,real,0,20,20,1.0
612,real,0,20,20,1.0
613,real,0,20,20,1.0
614,real,0,20,17,0.85
615,real,0,20,20,1.0
616,real,0,20,20,1.0
617,real,0,20,20,1.0
618,real,0,20,20,1.0
619,real,0,20,20,1.0
620,real,0,20,20,1.0
621,real,0,20,20,1.0
622,real,0,20,20,1.0
623,real,0,20,20,1.0
624,real,0,20,20,1.0
625,real,0,20,20,1.0
626,real,0,20,20,1.0
627,real,0,20,20,1.0
628,real,0,20,20,1.0
629,real,0,20,20,1.0
630,real,0,20,20,1.0
631,real,0,20,20,1.0
632,real,0,20,20,1.0
633,real,0,20,20,1.0
634,real,0,20,20,1.0
635,real,0,20,20,1.0
636,real,0,20,20,1.0
637,real,0,20,20,1.0
638,real,0,20,20,1.0
639,real,0,20,20,1.0
640,real,0,20,20,1.0
641,real,0,20,20,1.0
642,real,0,20,20,1.0
643,real,0,20,20,1.0
644,real,0,20,20,1.0
645,real,0,20,20,1.0
646,real,0,20,20,1.0
647,real,0,20,0,0.0
648,real,0,20,5,0.25
649,real,0,20,20,1.0
650,real,0,20,20,1.0
651,real,0,20,20,1.0
652,real,0,20,20,1.0
653,real,0,20,20,1.0
654,real,0,20,20,1.0
655,real,0,20,20,1.0
656,real,0,20,20,1.0
657,real,0,20,20,1.0
658,real,0,20,20,1.0
659,real,0,20,20,1.0
660,real,0,20,20,1.0
661,real,0,20,20,1.0
662,real,0,20,20,1.0
663,real,0,20,20,1.0
664,real,0,20,20,1.0
665,real,0,20,20,1.0
666,real,0,20,20,1.0
667,real,0,20,20,1.0
668,real,0,20,20,1.0
669,real,0,20,20,1.0
670,real,0,20,20,1.0
671,real,0,20,20,1.0
672,real,0,20,20,1.0
673,real,0,20,20,1.0
674,real,0,20,20,1.0
675,real,0,20,20,1.0
676,real,0,20,20,1.0
677,real,0,20,20,1.0
678,real,0,20,20,1.0
679,real,0,20,20,1.0
680,real,0,20,20,1.0
681,real,0,20,20,1.0
682,real,0,20,20,1.0
683,real,0,20,20,1.0
684,real,0,20,20,1.0
685,real,0,20,20,1.0
686,real,0,20,7,0.35
687,real,0,20,20,1.0
688,real,0,20,20,1.0
689,real,0,20,20,1.0
690,real,0,20,20,1.0
691,real,0,20,20,1.0
692,real,0,20,20,1.0
693,real,0,20,20,1.0
694,real,0,20,20,1.0
695,real,0,20,20,1.0
696,real,0,20,20,1.0
697,real,0,20,20,1.0
698,real,0,20,20,1.0
699,real,0,20,20,1.0
700,real,0,20,20,1.0
701,real,0,20,20,1.0
702,real,0,20,20,1.0
703,real,0,20,20,1.0
704,real,0,20,20,1.0
705,real,0,20,20,1.0
706,real,0,20,20,1.0
707,real,0,20,20,1.0
708,real,0,20,20,1.0
709,real,0,20,20,1.0
710,real,0,20,20,1.0
711,real,0,20,20,1.0
712,real,0,20,5,0.25
713,real,0,20,20,1.0
714,real,0,20,20,1.0
715,real,0,20,20,1.0
716,real,0,20,20,1.0
717,real,0,20,20,1.0
718,real,0,20,20,1.0
719,real,0,20,20,1.0
720,real,0,20,20,1.0
721,real,0,20,20,1.0
722,real,0,20,2,0.1
723,real,0,20,20,1.0
724,real,0,20,20,1.0
725,real,0,20,20,1.0
726,real,0,20,20,1.0
727,real,0,20,20,1.0
728,real,0,20,20,1.0
729,real,0,20,20,1.0
730,real,0,20,20,1.0
731,real,0,20,20,1.0
732,real,0,20,20,1.0
733,real,0,20,20,1.0
734,real,0,20,20,1.0
735,real,0,20,20,1.0
736,real,0,20,20,1.0
737,real,0,20,20,1.0
738,real,0,20,20,1.0
739,real,0,20,20,1.0
740,real,0,20,20,1.0
741,real,0,20,20,1.0
742,real,0,20,20,1.0
743,real,0,20,20,1.0
744,real,0,20,20,1.0
745,real,0,20,20,1.0
746,real,0,20,20,1.0
747,real,0,20,20,1.0
748,real,0,20,20,1.0
749,real,0,20,20,1.0
750,real,0,20,20,1.0
751,real,0,20,20,1.0
752,real,0,20,20,1.0
753,real,0,20,20,1.0
754,real,0,20,20,1.0
755,real,0,20,20,1.0
756,real,0,20,20,1.0
757,real,0,20,20,1.0
758,real,0,20,20,1.0
759,real,0,20,13,0.65
760,real,0,20,20,1.0
761,real,0,20,20,1.0
762,real,0,20,20,1.0
763,real,0,20,20,1.0
764,real,0,20,20,1.0
765,real,0,20,20,1.0
766,real,0,20,20,1.0
767,real,0,20,20,1.0
768,real,0,20,20,1.0
769,real,0,20,20,1.0
770,real,0,20,18,0.9
771,real,0,20,20,1.0
772,real,0,20,20,1.0
773,real,0,20,20,1.0
774,real,0,20,20,1.0
775,real,0,20,20,1.0
776,real,0,20,0,0.0
777,real,0,20,20,1.0
778,real,0,20,20,1.0
779,real,0,20,20,1.0
780,real,0,20,20,1.0
781,real,0,20,20,1.0
782,real,0,20,20,1.0
783,real,0,20,20,1.0
784,real,0,20,20,1.0
785,real,0,20,20,1.0
786,real,0,20,20,1.0
787,real,0,20,20,1.0
788,real,0,20,20,1.0
789,real,0,20,20,1.0
790,real,0,20,12,0.6
791,real,0,20,20,1.0
792,real,0,20,20,1.0
793,real,0,20,20,1.0
794,real,0,20,20,1.0
795,real,0,20,20,1.0
796,real,0,20,20,1.0
797,real,0,20,20,1.0
798,real,0,20,20,1.0
799,real,0,20,20,1.0
800,real,0,20,19,0.95
801,real,0,20,20,1.0
802,real,0,20,20,1.0
803,real,0,20,20,1.0
804,real,0,20,20,1.0
805,real,0,20,20,1.0
806,real,0,20,20,1.0
807,real,0,20,20,1.0
808,real,0,20,20,1.0
809,real,0,20,20,1.0
810,real,0,20,20,1.0
811,real,0,20,20,1.0
812,real,0,20,20,1.0
813,real,0,20,20,1.0
814,real,0,20,20,1.0
815,real,0,20,20,1.0
816,real,0,20,20,1.0
817,real,0,20,3,0.15
818,real,0,20,20,1.0
819,real,0,20,20,1.0
820,real,0,20,20,1.0
821,real,0,20,20,1.0
822,real,0,20,20,1.0
823,real,0,20,20,1.0
824,real,0,20,9,0.45
825,real,0,20,20,1.0
826,real,0,20,20,1.0
827,real,0,20,20,1.0
828,real,0,20,20,1.0
829,real,0,20,20,1.0
830,real,0,20,20,1.0
831,real,0,20,20,1.0
832,real,0,20,20,1.0
833,real,0,20,20,1.0
834,real,0,20,20,1.0
835,real,0,20,20,1.0
836,real,0,20,20,1.0
837,real,0,20,20,1.0
838,real,0,20,20,1.0
839,real,0,20,20,1.0
840,real,0,20,20,1.0
841,real,0,20,20,1.0
842,real,0,20,20,1.0
843,real,0,20,20,1.0
844,real,0,20,20,1.0
845,real,0,20,20,1.0
846,real,0,20,20,1.0
847,real,0,20,20,1.0
848,real,0,20,20,1.0
849,real,0,20,20,1.0
850,real,0,20,20,1.0
851,real,0,20,20,1.0
852,real,0,20,20,1.0
853,real,0,20,20,1.0
854,real,0,20,20,1.0
855,real,0,20,20,1.0
856,real,0,20,17,0.85
857,real,0,20,20,1.0
858,real,0,20,20,1.0
859,real,0,20,20,1.0
860,real,0,20,20,1.0
861,real,0,20,20,1.0
862,real,0,20,20,1.0
863,real,0,20,20,1.0
864,real,0,20,20,1.0
865,real,0,20,20,1.0
866,real,0,20,20,1.0
867,real,0,20,20,1.0
868,real,0,20,20,1.0
869,real,0,20,18,0.9
870,real,0,20,20,1.0
871,real,0,20,20,1.0
872,real,0,20,20,1.0
873,real,0,20,20,1.0
874,real,0,20,20,1.0
875,real,0,20,20,1.0
876,real,0,20,20,1.0
877,real,0,20,18,0.9
878,real,0,20,20,1.0
879,real,0,20,20,1.0
880,real,0,20,10,0.5
881,real,0,20,20,1.0
882,real,0,20,20,1.0
883,real,0,20,20,1.0
884,real,0,20,20,1.0
885,real,0,20,20,1.0
886,real,0,20,20,1.0
887,real,0,20,20,1.0
888,real,0,20,20,1.0
889,real,0,20,20,1.0
890,real,0,20,20,1.0
891,real,0,20,20,1.0
892,real,0,20,20,1.0
893,real,0,20,20,1.0
894,real,0,20,20,1.0
895,real,0,20,20,1.0
896,real,0,20,20,1.0
897,real,0,20,20,1.0
898,real,0,20,20,1.0
899,real,0,20,20,1.0
900,real,0,20,20,1.0
901,real,0,20,20,1.0
902,real,0,20,20,1.0
903,real,0,20,20,1.0
904,real,0,20,20,1.0
905,real,0,20,20,1.0
906,real,0,20,20,1.0
907,real,0,20,20,1.0
908,real,0,20,20,1.0
909,real,0,20,20,1.0
910,real,0,20,20,1.0
911,real,0,20,20,1.0
912,real,0,20,20,1.0
913,real,0,20,20,1.0
914,real,0,20,20,1.0
915,real,0,20,20,1.0
916,real,0,20,20,1.0
917,real,0,20,20,1.0
918,real,0,20,20,1.0
919,real,0,20,20,1.0
920,real,0,20,20,1.0
921,real,0,20,20,1.0
922,real,0,20,20,1.0
923,real,0,20,7,0.35
924,real,0,20,20,1.0
925,real,0,20,20,1.0
926,real,0,20,20,1.0
927,real,0,20,20,1.0
928,real,0,20,20,1.0
929,real,0,20,20,1.0
930,real,0,20,20,1.0
931,real,0,20,20,1.0
932,real,0,20,20,1.0
933,real,0,20,20,1.0
934,real,0,20,20,1.0
935,real,0,20,20,1.0
936,real,0,20,20,1.0
937,real,0,20,20,1.0
938,real,0,20,20,1.0
939,real,0,20,20,1.0
940,real,0,20,20,1.0
941,real,0,20,20,1.0
942,real,0,20,20,1.0
943,real,0,20,20,1.0
944,real,0,20,20,1.0
945,real,0,20,20,1.0
946,real,0,20,20,1.0
947,real,0,20,20,1.0
948,real,0,20,20,1.0
949,real,0,20,20,1.0
950,real,0,20,20,1.0
951,real,0,20,20,1.0
952,real,0,20,20,1.0
953,real,0,20,19,0.95
954,real,0,20,20,1.0
955,real,0,20,20,1.0
956,real,0,20,20,1.0
957,real,0,20,20,1.0
958,real,0,20,20,1.0
959,real,0,20,20,1.0
960,real,0,20,20,1.0
961,real,0,20,20,1.0
962,real,0,20,20,1.0
963,real,0,20,20,1.0
964,real,0,20,20,1.0
965,real,0,20,20,1.0
966,real,0,20,20,1.0
967,real,0,20,20,1.0
968,real,0,20,20,1.0
969,real,0,20,20,1.0
970,real,0,20,20,1.0
971,real,0,20,20,1.0
972,real,0,20,20,1.0
973,real,0,20,20,1.0
974,real,0,20,20,1.0
975,real,0,20,20,1.0
976,real,0,20,20,1.0
977,real,0,20,20,1.0
978,real,0,20,20,1.0
979,real,0,20,20,1.0
980,real,0,20,20,1.0
981,real,0,20,20,1.0
982,real,0,20,20,1.0
983,real,0,20,20,1.0
984,real,0,20,20,1.0
985,real,0,20,20,1.0
986,real,0,20,17,0.85
987,real,0,20,20,1.0
988,real,0,20,20,1.0
989,real,0,20,20,1.0
990,real,0,20,19,0.95
991,real,0,20,20,1.0
992,real,0,20,20,1.0
993,real,0,20,20,1.0
994,real,0,20,20,1.0
995,real,0,20,20,1.0
